V1/V2   netlist                                                                      MAX err  AVG err
 1.400  (vin_out,vin_out,vin_1,1_out,out_2,2_gnd,out_3,3_gnd)                             11        7
 1.400  (vin_1,vin_1,1_out,1_out,out_0,out_0,0_3,3_gnd)                                   11        7
 1.400  (vin_1,1_out,out_0,vin_3,3_4,4_0,0_5,5_gnd)                                       11        8
 1.400  (vin_1,1_2,2_0,vin_3,3_out,out_0,0_5,5_gnd)                                       11        8
 1.400  (vin_0,vin_out,vin_out,out_0,out_0,out_0,0_gnd,0_gnd)                             11        8
 1.400  (vin_1,vin_1,1_out,out_0,1_3,3_0,0_4,4_gnd)                                       12        7
 1.400  (vin_1,vin_1,1_2,2_0,1_out,out_0,0_4,4_gnd)                                       12        7
 1.400  (vin_1,1_0,vin_out,vin_out,out_0,out_0,0_gnd,0_gnd)                               12        7
 1.400  (vin_1,1_0,vin_2,2_out,out_0,out_0,0_4,4_gnd)                                     12        7
 1.400  (vin_out,vin_out,out_1,out_1,1_gnd,1_2,2_3,3_gnd)                                 14        7
 1.400  (vin_out,vin_out,out_0,out_0,0_gnd,0_2,2_3,3_gnd)                                 14        7
 1.400  (vin_out,vin_out,out_0,out_2,2_3,3_0,0_gnd,0_gnd)                                 14        7
 1.400  (vin_1,1_out,vin_2,2_out,2_out,2_out,out_3,3_gnd)                                 14        7
 1.400  (vin_0,0_out,out_2,2_3,3_4,4_5,5_gnd)                                             14        8
 1.400  (vin_1,1_out,out_2,2_3,3_4,4_5,5_gnd)                                             14        8
 1.400  (vin_1,1_out,out_0,0_3,3_4,4_5,5_gnd)                                             14        8
 1.400  (vin_1,1_out,out_3,3_0,0_4,4_5,5_gnd)                                             14        8
 1.400  (vin_1,1_out,out_3,3_4,4_0,0_5,5_gnd)                                             14        8
 1.400  (vin_out,vin_out,vin_out,vin_out,vin_out,out_gnd,out_gnd)                         14        8
 1.400  (vin_1,1_out,out_3,3_4,4_5,5_0,0_gnd)                                             14        8
 1.400  (vin_0,vin_1,1_out,out_0,0_3,0_3,3_gnd,3_gnd)                                     17        8
 1.400  (vin_0,vin_1,1_out,out_0,0_3,3_gnd,0_4,4_gnd)                                     17        8
 1.400  (vin_0,vin_0,vin_out,out_0,out_0,0_gnd,0_gnd)                                     17        9
 1.400  (vin_1,1_0,vin_2,2_out,out_4,4_0,0_gnd)                                           17        9
 1.400  (vin_out,vin_1,1_out,out_2,2_gnd,2_3,3_gnd)                                       19        8
 1.400  (vin_out,vin_1,1_out,1_out,out_2,2_gnd,2_gnd)                                     19        8
 1.400  (vin_out,vin_2,2_out,out_0,out_3,3_0,0_gnd)                                       19        8
 1.400  (vin_1,1_0,1_out,out_0,0_3,3_4,4_gnd)                                             21        8
 1.400  (vin_out,vin_out,out_1,1_gnd,1_gnd,1_gnd,1_gnd)                                   22        8
 1.400  (vin_0,vin_out,out_0,0_gnd,0_2,0_2,2_gnd,2_gnd)                                   22        8
 1.400  (vin_0,vin_out,out_0,0_gnd,0_2,2_gnd,0_3,3_gnd)                                   22        8
 1.400  (vin_out,vin_1,1_2,2_3,3_out,out_4,4_gnd)                                         22        8
 1.400  (vin_out,vin_out,out_0,out_0,out_0,out_0,0_gnd)                                   22        8
 1.400  (vin_out,out_0,vin_2,vin_2,2_0,2_0,0_gnd,0_gnd)                                   22        8
 1.400  (vin_out,out_0,vin_2,2_0,vin_3,3_0,0_gnd,0_gnd)                                   22        8
 1.400  (vin_1,1_0,vin_out,out_0,vin_3,3_0,0_gnd,0_gnd)                                   22        8
 1.400  (vin_1,1_0,vin_2,2_0,vin_out,out_0,0_gnd,0_gnd)                                   22        8
 1.400  (vin_0,vin_out,out_2,2_0,out_3,3_0,0_gnd,0_gnd)                                   22        8
 1.400  (vin_0,vin_out,out_2,out_2,2_0,2_0,0_gnd,0_gnd)                                   22        8
 1.400  (vin_1,1_out,out_0,vin_3,vin_3,3_0,3_0,0_gnd)                                     22        8
 1.400  (vin_1,1_0,vin_2,2_0,vin_3,3_out,out_0,0_gnd)                                     22        8
 1.400  (vin_0,vin_1,1_out,out_3,3_0,out_4,4_0,0_gnd)                                     22        8
 1.400  (vin_0,vin_1,1_out,out_3,out_3,3_0,3_0,0_gnd)                                     22        8
 1.400  (vin_out,out_0,out_0,vin_2,2_0,2_0,0_gnd)                                         22        9
 1.400  (vin_1,1_0,1_0,vin_out,out_0,out_0,0_gnd)                                         22        9
 1.400  (vin_1,1_0,vin_out,out_0,out_3,3_0,0_gnd)                                         22        9
 1.400  (vin_0,vin_out,out_0,0_gnd,0_gnd)                                                 22       13
 1.400  (vin_0,vin_1,1_out,out_0,0_gnd)                                                   22       13
 1.400  (vin_out,out_0,vin_2,2_0,0_gnd,0_3,3_4,4_gnd)                                     24        8
 1.400  (vin_1,1_0,vin_out,out_0,0_gnd,0_3,3_4,4_gnd)                                     24        8
 1.400  (vin_out,out_0,vin_2,2_3,3_4,4_0,0_gnd)                                           25        8
 1.400  (vin_0,vin_out,out_0,out_0,out_0,out_0,0_gnd)                                     25        8
 1.400  (vin_0,vin_1,vin_1,1_0,1_2,2_out,out_0,0_gnd)                                     25        8
 1.400  (vin_out,out_1,1_2,2_3,3_gnd,1_4,4_5,5_gnd)                                       28        7
 1.400  (vin_out,out_1,1_2,1_2,2_3,3_gnd,2_4,4_gnd)                                       28        7
 1.400  (vin_out,out_1,1_2,1_2,2_3,2_3,3_gnd,3_gnd)                                       28        7
 1.400  (vin_out,out_1,1_2,2_gnd,2_3,2_3,3_gnd,3_gnd)                                     28        7
 1.400  (vin_out,out_1,1_2,2_gnd,2_3,3_gnd,2_4,4_gnd)                                     28        7
 1.400  (vin_out,out_0,0_2,0_2,2_3,3_gnd,2_4,4_gnd)                                       28        7
 1.400  (vin_out,out_0,0_2,0_2,2_3,2_3,3_gnd,3_gnd)                                       28        7
 1.400  (vin_out,out_0,0_2,2_gnd,2_3,2_3,3_gnd,3_gnd)                                     28        7
 1.400  (vin_out,out_0,0_2,2_gnd,2_3,3_gnd,2_4,4_gnd)                                     28        7
 1.400  (vin_out,out_0,0_2,2_3,3_gnd,0_4,4_5,5_gnd)                                       28        7
 1.400  (vin_out,out_0,out_0,0_2,2_3,3_gnd,2_4,4_gnd)                                     28        7
 1.400  (vin_out,out_0,out_0,0_2,2_3,2_3,3_gnd,3_gnd)                                     28        7
 1.400  (vin_out,out_2,2_0,0_gnd,0_3,0_3,3_gnd,3_gnd)                                     28        7
 1.400  (vin_out,out_2,2_0,0_gnd,0_3,3_gnd,0_4,4_gnd)                                     28        7
 1.400  (vin_out,out_2,2_0,2_0,0_3,0_3,3_gnd,3_gnd)                                       28        7
 1.400  (vin_out,out_2,2_0,2_0,0_3,3_gnd,0_4,4_gnd)                                       28        7
 1.400  (vin_out,out_2,2_0,out_3,3_0,0_4,4_gnd,4_gnd)                                     28        7
 1.400  (vin_out,out_2,out_2,2_0,2_0,0_3,3_gnd,3_gnd)                                     28        7
 1.400  (vin_out,out_0,out_2,out_2,2_0,2_0,0_3,3_gnd)                                     28        7
 1.400  (vin_out,out_0,out_2,2_0,out_3,3_0,0_4,4_gnd)                                     28        7
 1.400  (vin_out,out_2,2_3,3_0,2_4,4_0,0_gnd,0_gnd)                                       28        7
 1.400  (vin_out,out_2,2_3,2_3,3_0,3_0,0_gnd,0_gnd)                                       28        7
 1.400  (vin_out,out_2,2_3,3_0,out_4,4_5,5_0,0_gnd)                                       28        7
 1.400  (vin_out,out_2,out_2,2_3,3_0,2_4,4_0,0_gnd)                                       28        7
 1.400  (vin_out,out_2,out_2,2_3,2_3,3_0,3_0,0_gnd)                                       28        7
 1.400  (vin_out,out_2,2_0,2_3,2_3,3_0,3_0,0_gnd)                                         28        7
 1.400  (vin_out,out_2,2_0,2_3,3_0,2_4,4_0,0_gnd)                                         28        7
 1.400  (vin_out,vin_1,vin_1,vin_1,1_out,1_out,1_out,out_gnd)                             28        7
 1.400  (vin_out,vin_1,1_out,vin_2,vin_2,2_out,2_out,out_gnd)                             28        7
 1.400  (vin_out,vin_1,1_out,vin_2,2_out,vin_3,3_out,out_gnd)                             28        7
 1.400  (vin_out,vin_out,vin_1,1_2,2_out,1_3,3_out,out_gnd)                               28        7
 1.400  (vin_out,vin_out,vin_1,1_2,1_2,2_out,2_out,out_gnd)                               28        7
 1.400  (vin_out,out_1,1_2,2_gnd,2_gnd)                                                   28       11
 1.400  (vin_out,out_0,0_2,2_gnd,2_gnd)                                                   28       11
 1.400  (vin_out,out_0,out_0,0_2,2_gnd)                                                   28       11
 1.400  (vin_out,out_2,2_0,0_gnd,0_gnd)                                                   28       11
 1.400  (vin_out,out_2,2_0,2_0,0_gnd)                                                     28       11
 1.400  (vin_out,vin_out,vin_1,1_out,out_gnd)                                             28       11
 1.409  (vin_1,vin_1,1_0,1_out,out_0,out_0,0_3,3_gnd)                                     13        7
 1.409  (vin_0,vin_out,out_0,out_2,2_0,0_gnd,0_3,3_gnd)                                   21        8
 1.409  (vin_0,vin_1,1_0,1_out,out_3,3_0,3_0,0_gnd)                                       25        8
 1.412  (vin_out,out_1,1_2,2_gnd,2_gnd,2_3,3_4,4_gnd)                                     29        7
 1.412  (vin_out,out_0,0_2,2_gnd,2_gnd,2_3,3_4,4_gnd)                                     29        7
 1.412  (vin_out,out_2,2_0,0_gnd,0_gnd,0_3,3_4,4_gnd)                                     29        7
 1.412  (vin_out,out_0,out_0,out_2,2_3,3_0,0_4,4_gnd)                                     29        7
 1.412  (vin_out,out_2,2_0,2_0,2_3,3_4,4_0,0_gnd)                                         29        7
 1.412  (vin_out,vin_out,vin_1,1_2,2_out,2_out,2_out,out_gnd)                             29        7
 1.417  (vin_out,vin_out,out_1,1_gnd,out_2,2_3,3_gnd)                                     14        8
 1.417  (vin_1,vin_1,1_out,1_out,1_out,out_2,2_gnd)                                       14        8
 1.417  (vin_0,vin_1,1_0,0_out,out_3,3_4,4_5,5_gnd)                                       17        7
 1.417  (vin_1,1_out,1_2,2_out,out_3,3_4,4_5,5_gnd)                                       17        7
 1.417  (vin_out,vin_out,vin_out,vin_out,out_gnd,out_1,1_gnd,1_gnd)                       17        7
 1.417  (vin_out,vin_1,1_out,out_2,2_gnd,2_3,3_gnd,3_gnd)                                 19        7
 1.417  (vin_out,vin_1,1_out,1_2,2_out,out_3,3_gnd,3_gnd)                                 19        7
 1.417  (vin_out,vin_2,2_out,out_0,out_3,3_0,3_0,0_gnd)                                   19        7
 1.417  (vin_out,vin_out,vin_out,out_gnd,out_1,1_2,2_3,3_gnd)                             23        7
 1.417  (vin_0,vin_0,vin_0,vin_0,0_out,out_2,2_3,3_gnd)                                   23        7
 1.417  (vin_1,1_out,1_out,1_out,1_out,out_2,2_3,3_gnd)                                   23        7
 1.417  (vin_out,out_0,out_0,vin_2,2_0,2_3,3_0,0_gnd)                                     23        8
 1.417  (vin_1,1_0,vin_out,out_0,out_3,3_0,3_0,0_gnd)                                     23        8
 1.417  (vin_out,vin_out,out_1,1_gnd,1_gnd,1_gnd,1_gnd,1_gnd)                             24        7
 1.417  (vin_out,vin_1,1_2,2_3,3_4,4_out,out_5,5_gnd)                                     24        7
 1.417  (vin_out,vin_out,out_0,out_0,out_0,out_0,out_0,0_gnd)                             24        7
 1.417  (vin_out,out_0,vin_2,2_3,3_4,4_5,5_0,0_gnd)                                       26        7
 1.417  (vin_0,vin_out,out_0,out_0,out_0,out_0,out_0,0_gnd)                               26        7
 1.417  (vin_out,out_1,1_2,2_gnd,2_gnd,2_3,3_gnd)                                         29        8
 1.417  (vin_out,out_0,0_2,2_gnd,2_gnd,2_3,3_gnd)                                         29        8
 1.417  (vin_out,out_2,2_0,0_gnd,0_gnd,0_3,3_gnd)                                         29        8
 1.417  (vin_out,out_0,out_0,out_2,2_0,0_3,3_gnd)                                         29        8
 1.417  (vin_out,out_2,2_0,2_0,2_3,3_0,0_gnd)                                             29        8
 1.417  (vin_out,vin_out,vin_1,1_2,2_out,2_out,out_gnd)                                   29        8
 1.421  (vin_1,1_0,vin_2,2_out,out_0,0_4,4_gnd,4_gnd)                                     15        8
 1.421  (vin_0,vin_out,out_0,out_0,0_gnd,0_2,2_3,3_gnd)                                   20        8
 1.421  (vin_0,vin_1,1_out,out_0,1_3,3_4,4_0,0_gnd)                                       24        8
 1.421  (vin_0,vin_1,1_0,1_0,1_out,out_3,3_0,0_gnd)                                       26        8
 1.421  (vin_out,out_1,1_2,2_gnd,2_gnd,2_3,3_gnd,3_gnd)                                   29        7
 1.421  (vin_out,out_0,0_2,2_gnd,2_gnd,2_3,3_gnd,3_gnd)                                   29        7
 1.421  (vin_out,out_2,2_0,0_gnd,0_gnd,0_3,3_gnd,3_gnd)                                   29        7
 1.421  (vin_out,out_0,out_0,out_2,2_0,2_0,0_3,3_gnd)                                     29        7
 1.421  (vin_out,out_2,2_0,2_0,2_3,3_0,3_0,0_gnd)                                         29        7
 1.421  (vin_out,vin_out,vin_1,1_2,2_out,2_3,3_out,out_gnd)                               29        7
 1.429  (vin_0,vin_out,vin_out,out_0,out_0,0_gnd,0_gnd,0_gnd)                             12        8
 1.429  (vin_1,1_0,vin_2,2_3,3_out,out_0,0_5,5_gnd)                                       12        8
 1.429  (vin_1,vin_2,2_1,1_0,1_out,out_0,0_4,4_gnd)                                       13        7
 1.429  (vin_out,vin_out,out_1,out_1,1_gnd,1_2,2_gnd)                                     14        8
 1.429  (vin_out,vin_out,out_0,out_0,0_gnd,0_2,2_gnd)                                     14        8
 1.429  (vin_out,vin_out,out_0,out_2,2_0,0_gnd,0_gnd)                                     14        8
 1.429  (vin_1,1_out,vin_2,2_out,2_out,out_3,3_gnd)                                       14        8
 1.429  (vin_0,vin_0,0_out,out_2,2_3,3_4,4_gnd,4_gnd)                                     19        7
 1.429  (vin_1,1_out,1_out,out_2,2_3,3_4,4_gnd,4_gnd)                                     19        7
 1.429  (vin_1,1_out,out_0,1_3,3_0,0_4,4_5,5_gnd)                                         19        7
 1.429  (vin_1,1_2,2_0,1_out,out_0,0_4,4_5,5_gnd)                                         19        7
 1.429  (vin_1,1_out,1_out,out_0,out_0,0_3,3_4,4_gnd)                                     19        7
 1.429  (vin_out,vin_out,vin_out,vin_1,1_out,out_gnd,out_2,2_gnd)                         19        7
 1.429  (vin_0,vin_out,out_0,vin_2,2_0,0_gnd,0_gnd,0_gnd)                                 23        9
 1.429  (vin_0,vin_1,1_0,vin_out,out_0,0_gnd,0_gnd,0_gnd)                                 23        9
 1.429  (vin_0,vin_1,1_2,2_out,out_4,4_0,4_0,0_gnd)                                       23        9
 1.429  (vin_out,out_0,vin_2,2_0,0_gnd,0_3,3_gnd)                                         25        9
 1.429  (vin_1,1_0,vin_out,out_0,0_gnd,0_3,3_gnd)                                         25        9
 1.429  (vin_0,vin_1,1_out,out_0,1_3,3_0,0_gnd)                                           25        9
 1.429  (vin_0,vin_1,1_2,2_0,1_out,out_0,0_gnd)                                           25        9
 1.429  (vin_0,vin_1,1_out,1_out,out_0,out_0,0_gnd)                                       25        9
 1.429  (vin_out,out_1,1_2,2_gnd,1_3,3_4,4_5,5_gnd)                                       29        7
 1.429  (vin_out,out_1,1_2,1_3,3_2,2_gnd,2_4,4_gnd)                                       29        7
 1.429  (vin_out,out_0,0_2,0_3,3_2,2_gnd,2_4,4_gnd)                                       29        7
 1.429  (vin_out,out_0,0_2,2_gnd,0_3,3_4,4_5,5_gnd)                                       29        7
 1.429  (vin_out,out_0,out_2,2_0,0_3,3_gnd,3_4,4_gnd)                                     29        7
 1.429  (vin_out,out_2,2_0,2_3,3_0,0_gnd,0_4,4_gnd)                                       29        7
 1.429  (vin_out,out_2,2_0,out_3,3_4,4_5,5_0,0_gnd)                                       29        7
 1.429  (vin_out,out_2,out_3,3_2,2_0,2_4,4_0,0_gnd)                                       29        7
 1.429  (vin_out,vin_1,vin_1,1_out,1_out,1_out,1_out,out_gnd)                             29        7
 1.429  (vin_out,vin_1,1_out,1_out,vin_2,2_out,2_out,out_gnd)                             29        7
 1.429  (vin_out,out_1,1_2,2_gnd,2_gnd,2_gnd)                                             29        9
 1.429  (vin_out,out_0,0_2,2_gnd,2_gnd,2_gnd)                                             29        9
 1.429  (vin_out,out_2,2_0,0_gnd,0_gnd,0_gnd)                                             29        9
 1.429  (vin_out,out_0,out_0,out_0,0_2,2_gnd)                                             29        9
 1.429  (vin_out,out_2,2_0,2_0,2_0,0_gnd)                                                 29        9
 1.429  (vin_out,vin_out,vin_1,1_2,2_out,out_gnd)                                         29        9
 1.435  (vin_1,1_0,vin_2,vin_2,2_0,2_out,out_0,0_gnd)                                     25        8
 1.435  (vin_0,vin_1,1_out,out_0,1_3,3_0,3_0,0_gnd)                                       26        8
 1.437  (vin_0,vin_out,out_0,0_gnd,0_gnd,0_2,2_3,3_gnd)                                   24        9
 1.437  (vin_0,vin_1,1_0,1_2,2_out,out_4,4_0,0_gnd)                                       26        8
 1.438  (vin_1,vin_1,1_0,1_out,out_3,3_4,4_0,0_gnd)                                       19        7
 1.438  (vin_1,1_0,1_out,out_0,out_0,0_3,3_4,4_gnd)                                       21        7
 1.438  (vin_out,out_1,1_2,2_gnd,2_gnd,2_gnd,2_3,3_gnd)                                   30        7
 1.438  (vin_out,out_0,0_2,2_gnd,2_gnd,2_gnd,2_3,3_gnd)                                   30        7
 1.438  (vin_out,out_2,2_0,0_gnd,0_gnd,0_gnd,0_3,3_gnd)                                   30        7
 1.438  (vin_out,out_0,out_0,out_0,out_2,2_0,0_3,3_gnd)                                   30        7
 1.438  (vin_out,out_2,2_0,2_0,2_0,2_3,3_0,0_gnd)                                         30        7
 1.438  (vin_out,vin_out,vin_1,1_2,2_3,3_out,3_out,out_gnd)                               30        7
 1.444  (vin_1,vin_1,1_0,1_2,2_out,out_0,0_4,4_gnd)                                       13        8
 1.444  (vin_0,vin_1,1_out,out_3,3_0,0_gnd,0_gnd)                                         13       10
 1.444  (vin_0,vin_0,vin_1,1_out,out_0,0_gnd,0_gnd)                                       13       10
 1.444  (vin_0,0_out,out_2,2_3,3_4,4_5,5_gnd,5_gnd)                                       15        7
 1.444  (vin_1,1_out,out_2,2_3,3_4,4_5,5_gnd,5_gnd)                                       15        7
 1.444  (vin_1,1_out,out_0,0_3,3_4,4_5,5_gnd,5_gnd)                                       15        7
 1.444  (vin_1,1_out,out_0,out_0,0_3,3_4,4_5,5_gnd)                                       15        7
 1.444  (vin_1,1_out,out_3,3_0,0_4,4_5,5_gnd,5_gnd)                                       15        7
 1.444  (vin_1,1_out,out_3,3_0,3_0,0_4,4_5,5_gnd)                                         15        7
 1.444  (vin_1,1_out,out_3,3_4,4_0,0_5,5_gnd,5_gnd)                                       15        7
 1.444  (vin_1,1_out,out_3,3_4,4_0,4_0,0_5,5_gnd)                                         15        7
 1.444  (vin_1,1_out,out_3,3_4,4_5,5_0,0_gnd,0_gnd)                                       15        7
 1.444  (vin_out,vin_out,vin_out,vin_out,vin_1,1_out,out_gnd,out_gnd)                     15        7
 1.444  (vin_1,1_out,out_3,3_4,4_5,5_0,5_0,0_gnd)                                         15        7
 1.444  (vin_out,vin_1,1_out,out_2,2_gnd,2_gnd)                                           20       10
 1.444  (vin_0,vin_0,vin_0,0_out,out_2,2_3,3_gnd)                                         23        8
 1.444  (vin_out,vin_out,vin_out,out_gnd,out_1,1_2,2_gnd)                                 23        8
 1.444  (vin_1,1_out,1_out,1_out,out_2,2_3,3_gnd)                                         23        8
 1.444  (vin_0,vin_0,vin_out,out_0,0_gnd,0_gnd,0_gnd,0_gnd)                               23        9
 1.444  (vin_0,vin_1,1_2,2_3,3_out,out_5,5_0,0_gnd)                                       23        9
 1.444  (vin_1,1_0,vin_out,out_0,out_0,0_gnd)                                             23       11
 1.444  (vin_out,out_0,vin_2,2_0,2_0,2_0,0_gnd,0_gnd)                                     25        8
 1.444  (vin_1,vin_1,vin_1,1_0,1_0,1_out,out_0,0_gnd)                                     25        8
 1.444  (vin_0,vin_1,1_out,out_0,out_3,3_4,4_0,0_gnd)                                     25        8
 1.444  (vin_0,vin_1,1_0,1_out,out_0,0_gnd)                                               27       11
 1.444  (vin_out,out_1,1_2,1_2,2_gnd,2_3,3_4,4_gnd)                                       30        7
 1.444  (vin_out,out_0,0_2,0_2,2_gnd,2_3,3_4,4_gnd)                                       30        7
 1.444  (vin_out,out_0,out_0,0_2,2_gnd,2_3,3_4,4_gnd)                                     30        7
 1.444  (vin_out,out_2,2_0,2_0,0_gnd,0_3,3_4,4_gnd)                                       30        7
 1.444  (vin_out,out_0,out_2,2_3,3_0,0_4,4_gnd,4_gnd)                                     30        7
 1.444  (vin_out,out_2,2_0,2_3,3_4,4_0,0_gnd,0_gnd)                                       30        7
 1.444  (vin_out,out_2,out_2,2_0,2_3,3_4,4_0,0_gnd)                                       30        7
 1.444  (vin_out,vin_1,1_out,vin_2,2_out,2_out,2_out,out_gnd)                             30        7
 1.444  (vin_out,out_1,1_2,2_gnd,2_gnd,2_gnd,2_gnd)                                       30        8
 1.444  (vin_out,out_0,0_2,2_gnd,2_gnd,2_gnd,2_gnd)                                       30        8
 1.444  (vin_out,out_2,2_0,0_gnd,0_gnd,0_gnd,0_gnd)                                       30        8
 1.444  (vin_out,out_0,out_0,out_0,out_0,0_2,2_gnd)                                       30        8
 1.444  (vin_out,out_2,2_0,2_0,2_0,2_0,0_gnd)                                             30        8
 1.444  (vin_out,vin_out,vin_1,1_2,2_3,3_out,out_gnd)                                     30        8
 1.450  (vin_out,vin_out,out_1,1_gnd,out_2,2_3,3_gnd,3_gnd)                               15        7
 1.450  (vin_1,vin_1,1_out,1_out,1_2,2_out,out_3,3_gnd)                                   15        7
 1.450  (vin_out,vin_1,1_out,1_out,out_2,2_gnd,2_gnd,2_gnd)                               23        7
 1.450  (vin_out,vin_1,1_2,2_out,out_3,3_gnd,3_4,4_gnd)                                   23        7
 1.450  (vin_1,1_0,1_0,vin_out,out_0,out_0,out_0,0_gnd)                                   26        8
 1.450  (vin_1,1_2,2_0,vin_out,out_0,out_4,4_0,0_gnd)                                     26        8
 1.455  (vin_out,vin_out,out_1,out_1,1_gnd,1_2,2_gnd,2_gnd)                               15        7
 1.455  (vin_out,vin_out,out_0,out_0,0_gnd,0_2,2_gnd,2_gnd)                               15        7
 1.455  (vin_out,vin_out,out_0,out_2,2_0,2_0,0_gnd,0_gnd)                                 15        7
 1.455  (vin_1,1_out,vin_2,2_out,2_3,3_out,out_4,4_gnd)                                   15        7
 1.455  (vin_1,vin_1,1_0,1_out,out_0,0_3,3_gnd,3_gnd)                                     17        8
 1.455  (vin_0,vin_out,out_0,0_gnd,0_gnd,0_2,2_gnd)                                       25       10
 1.455  (vin_out,out_0,vin_2,2_0,0_gnd,0_3,3_gnd,3_gnd)                                   26        8
 1.455  (vin_1,1_0,vin_out,out_0,0_gnd,0_3,3_gnd,3_gnd)                                   26        8
 1.455  (vin_0,vin_1,1_0,1_out,1_out,out_0,out_0,0_gnd)                                   28        8
 1.455  (vin_0,vin_1,1_0,1_out,out_0,1_3,3_0,0_gnd)                                       28        8
 1.455  (vin_0,vin_1,1_0,1_2,2_0,1_out,out_0,0_gnd)                                       28        8
 1.455  (vin_out,out_1,1_2,2_gnd,2_gnd,2_gnd,2_gnd,2_gnd)                                 31        7
 1.455  (vin_out,out_0,0_2,2_gnd,2_gnd,2_gnd,2_gnd,2_gnd)                                 31        7
 1.455  (vin_out,out_2,2_0,0_gnd,0_gnd,0_gnd,0_gnd,0_gnd)                                 31        7
 1.455  (vin_out,out_0,out_0,out_0,out_0,out_0,0_2,2_gnd)                                 31        7
 1.455  (vin_out,out_2,2_0,2_0,2_0,2_0,2_0,0_gnd)                                         31        7
 1.455  (vin_out,vin_out,vin_1,1_2,2_3,3_4,4_out,out_gnd)                                 31        7
 1.455  (vin_out,out_1,1_2,2_gnd,1_3,3_4,4_gnd)                                           31        8
 1.455  (vin_out,out_0,0_2,2_gnd,0_3,3_4,4_gnd)                                           31        8
 1.455  (vin_out,out_2,2_0,out_3,3_4,4_0,0_gnd)                                           31        8
 1.455  (vin_out,vin_1,vin_1,1_out,1_out,1_out,out_gnd)                                   31        8
 1.462  (vin_0,vin_0,vin_out,out_0,out_0,out_0,0_gnd,0_gnd)                               17        9
 1.462  (vin_1,1_2,2_0,vin_3,3_out,out_5,5_0,0_gnd)                                       17        9
 1.462  (vin_1,1_0,1_2,2_out,out_0,0_4,4_5,5_gnd)                                         21        8
 1.462  (vin_0,vin_out,out_0,out_0,0_gnd,0_2,2_gnd)                                       21       10
 1.462  (vin_1,1_0,1_out,out_3,3_4,4_0,0_5,5_gnd)                                         26        7
 1.462  (vin_out,out_0,vin_2,2_0,2_0,0_gnd,0_gnd)                                         26       10
 1.462  (vin_0,vin_1,1_out,out_0,out_3,3_0,0_gnd)                                         26       10
 1.462  (vin_0,vin_1,1_0,1_0,1_out,out_0,0_gnd)                                           29        9
 1.462  (vin_out,out_1,1_2,1_2,2_gnd,2_3,3_gnd)                                           31        9
 1.462  (vin_out,out_0,0_2,0_2,2_gnd,2_3,3_gnd)                                           31        9
 1.462  (vin_out,out_0,out_0,0_2,2_gnd,2_3,3_gnd)                                         31        9
 1.462  (vin_out,out_0,out_2,2_0,0_3,3_gnd,3_gnd)                                         31        9
 1.462  (vin_out,out_2,2_0,2_0,0_gnd,0_3,3_gnd)                                           31        9
 1.462  (vin_out,out_2,2_0,2_3,3_0,0_gnd,0_gnd)                                           31        9
 1.462  (vin_out,out_2,out_2,2_0,2_3,3_0,0_gnd)                                           31        9
 1.462  (vin_out,vin_1,1_out,vin_2,2_out,2_out,out_gnd)                                   31        9
 1.467  (vin_out,vin_out,vin_out,out_gnd,out_1,1_2,2_gnd,2_gnd)                           22        7
 1.467  (vin_0,vin_0,vin_1,1_0,0_out,out_3,3_4,4_gnd)                                     22        7
 1.467  (vin_1,1_out,1_out,1_2,2_out,out_3,3_4,4_gnd)                                     22        7
 1.471  (vin_0,vin_1,1_0,vin_out,out_0,out_0,0_gnd,0_gnd)                                 20        9
 1.471  (vin_1,1_0,vin_2,2_out,out_4,4_0,4_0,0_gnd)                                       20        9
 1.471  (vin_1,1_0,1_out,out_0,0_3,3_4,4_gnd,4_gnd)                                       23        8
 1.471  (vin_0,vin_out,out_0,out_2,2_3,3_0,0_gnd,0_gnd)                                   24        9
 1.471  (vin_1,1_out,out_0,vin_3,3_0,3_0,3_0,0_gnd)                                       24        9
 1.471  (vin_0,vin_out,out_0,0_gnd,0_gnd,0_2,2_gnd,2_gnd)                                 26        9
 1.471  (vin_0,vin_1,1_0,1_0,1_0,1_out,out_0,0_gnd)                                       30        8
 1.474  (vin_out,out_0,vin_2,2_3,3_0,0_gnd,0_4,4_gnd)                                     28        8
 1.474  (vin_0,vin_1,1_out,1_out,out_0,out_0,out_0,0_gnd)                                 28        8
 1.474  (vin_out,out_1,1_2,2_gnd,1_3,3_4,4_gnd,4_gnd)                                     32        8
 1.474  (vin_out,out_0,0_2,2_gnd,0_3,3_4,4_gnd,4_gnd)                                     32        8
 1.474  (vin_out,out_2,2_0,out_3,3_4,4_0,4_0,0_gnd)                                       32        8
 1.474  (vin_out,vin_1,vin_1,1_out,1_out,1_2,2_out,out_gnd)                               32        8
 1.476  (vin_out,vin_1,1_out,out_2,2_gnd,2_gnd,2_3,3_gnd)                                 23        8
 1.476  (vin_out,vin_1,1_2,2_out,2_out,out_3,3_gnd,3_gnd)                                 23        8
 1.476  (vin_out,vin_2,2_out,out_0,out_0,out_3,3_0,0_gnd)                                 23        8
 1.476  (vin_out,out_0,out_0,vin_2,2_3,3_0,3_0,0_gnd)                                     26        8
 1.476  (vin_1,1_0,vin_out,out_0,out_0,out_3,3_0,0_gnd)                                   26        8
 1.476  (vin_out,out_0,vin_2,2_0,2_3,3_0,0_gnd,0_gnd)                                     27        9
