V1/V2   netlist                                                                      MAX err  AVG err
 4.500  (vin_0,0_1,1_2,1_out,out_2,2_gnd,2_gnd,2_gnd)                                     33       21
 4.500  (vin_1,1_0,0_2,0_out,out_2,2_gnd,2_gnd,2_gnd)                                     33       21
 4.500  (vin_1,1_2,2_0,2_out,out_0,0_gnd,0_gnd,0_gnd)                                     33       21
 4.500  (vin_0,0_1,1_2,2_gnd,2_gnd,1_out,out_4,4_gnd)                                     33       23
 4.500  (vin_1,1_0,0_2,2_gnd,2_gnd,0_out,out_4,4_gnd)                                     33       23
 4.500  (vin_0,0_out,out_gnd,out_2,2_gnd,2_gnd,2_gnd)                                     44       22
 4.500  (vin_1,1_out,out_gnd,out_2,2_gnd,2_gnd,2_gnd)                                     44       22
 4.500  (vin_0,vin_1,1_2,2_0,0_out,out_gnd,out_gnd)                                       44       22
 4.500  (vin_1,1_out,1_2,2_3,3_out,out_gnd,out_gnd)                                       44       22
 4.500  (vin_0,0_1,0_1,1_gnd,1_out,out_3,3_gnd)                                           49       26
 4.500  (vin_0,vin_0,0_1,1_gnd,1_out,out_3,3_gnd)                                         49       26
 4.500  (vin_0,vin_0,0_gnd,0_out,out_gnd,out_2,2_gnd)                                     49       26
 4.500  (vin_1,1_0,1_0,0_gnd,0_out,out_3,3_gnd)                                           49       26
 4.500  (vin_0,0_out,0_out,out_gnd,out_gnd,out_2,2_3,3_gnd)                               51       19
 4.500  (vin_0,vin_0,0_out,out_gnd,out_gnd,out_2,2_3,3_gnd)                               51       19
 4.500  (vin_1,1_out,1_out,out_gnd,out_gnd,out_2,2_3,3_gnd)                               51       19
 4.500  (vin_0,vin_0,vin_0,0_1,1_out,out_gnd,out_3,3_gnd)                                 51       19
 4.500  (vin_1,1_0,1_0,1_0,0_out,out_gnd,out_3,3_gnd)                                     51       19
 4.500  (vin_1,1_2,2_out,2_out,2_out,out_gnd,out_3,3_gnd)                                 51       19
 4.500  (vin_0,vin_0,0_out,out_gnd,out_gnd,0_2,2_3,3_gnd)                                 51       21
 4.500  (vin_0,0_gnd,0_1,1_out,out_3,3_gnd)                                               55       33
 4.500  (vin_0,vin_0,0_gnd,0_gnd,0_out,out_gnd)                                           55       33
 4.500  (vin_0,0_gnd,0_out,out_2,2_gnd,out_3,3_4,4_gnd)                                   59       24
 4.500  (vin_0,vin_0,vin_0,0_1,0_1,1_gnd,1_out,out_gnd)                                   59       24
 4.500  (vin_1,vin_1,1_0,1_0,1_0,0_gnd,0_out,out_gnd)                                     59       24
 4.500  (vin_0,0_out,out_gnd,0_2,2_gnd,2_gnd,2_gnd)                                       61       26
 4.500  (vin_0,0_1,0_1,1_out,out_gnd,1_3,3_4,4_gnd)                                       66       22
 4.500  (vin_0,0_gnd,0_1,0_out,out_1,1_gnd,1_gnd,1_gnd)                                   66       22
 4.500  (vin_0,vin_0,0_1,1_out,out_gnd,1_3,3_4,4_gnd)                                     66       22
 4.500  (vin_1,1_0,1_0,0_out,out_gnd,0_3,3_4,4_gnd)                                       66       22
 4.500  (vin_0,0_gnd,0_1,1_gnd,1_gnd,0_out,out_3,3_gnd)                                   66       24
 4.500  (vin_0,vin_0,0_1,1_gnd,1_gnd,0_2,2_out,out_gnd)                                   70       23
 4.500  (vin_out,out_gnd,out_gnd,out_gnd,out_1,1_gnd)                                     77       25
 4.500  (vin_0,vin_0,0_1,1_2,2_out,out_gnd)                                               77       25
 4.500  (vin_1,1_0,1_0,0_2,2_out,out_gnd)                                                 77       25
 4.500  (vin_1,1_2,2_0,2_0,0_out,out_gnd)                                                 77       25
 4.500  (vin_1,1_2,2_3,3_out,3_out,out_gnd)                                               77       25
 4.571  (vin_0,0_gnd,0_out,out_2,out_2,2_gnd,2_3,3_gnd)                                   59       24
 4.571  (vin_1,1_0,vin_2,2_0,2_0,0_gnd,0_out,out_gnd)                                     59       24
 4.600  (vin_0,0_1,1_out,out_3,out_3,3_gnd,3_gnd,3_gnd)                                   26       19
 4.600  (vin_1,1_0,0_out,out_3,out_3,3_gnd,3_gnd,3_gnd)                                   26       19
 4.600  (vin_1,1_2,2_out,out_3,out_3,3_gnd,3_gnd,3_gnd)                                   26       19
 4.600  (vin_1,1_2,2_out,out_0,out_0,0_gnd,0_gnd,0_gnd)                                   26       19
 4.600  (vin_1,1_out,vin_2,2_3,3_out,out_gnd,out_gnd,out_gnd)                             26       19
 4.600  (vin_1,1_2,2_out,out_0,out_0,out_0,0_gnd,0_gnd)                                   26       19
 4.600  (vin_0,0_out,out_gnd,out_2,2_gnd,2_gnd,2_gnd,2_gnd)                               43       19
 4.600  (vin_1,1_out,out_gnd,out_2,2_gnd,2_gnd,2_gnd,2_gnd)                               43       19
 4.600  (vin_0,vin_1,1_2,2_3,3_0,0_out,out_gnd,out_gnd)                                   43       19
 4.600  (vin_1,1_out,1_2,2_3,3_4,4_out,out_gnd,out_gnd)                                   43       19
 4.600  (vin_0,0_out,out_gnd,0_2,2_gnd,2_gnd,2_gnd,2_gnd)                                 60       23
 4.600  (vin_0,0_gnd,0_gnd,0_out,out_2,2_3,3_gnd,3_gnd)                                   69       23
 4.600  (vin_0,vin_0,vin_1,1_0,0_gnd,0_2,2_out,out_gnd)                                   69       23
 4.600  (vin_out,out_gnd,out_gnd,out_gnd,out_1,1_gnd,1_2,2_gnd)                           78       19
 4.600  (vin_0,vin_1,1_0,1_0,0_2,2_3,3_out,out_gnd)                                       78       19
 4.600  (vin_1,1_0,1_2,2_0,2_0,0_3,3_out,out_gnd)                                         78       19
 4.600  (vin_1,1_2,2_0,2_3,3_0,3_0,0_out,out_gnd)                                         78       19
 4.600  (vin_1,1_2,2_3,3_out,3_4,4_out,4_out,out_gnd)                                     78       19
 4.667  (vin_0,0_1,1_2,2_gnd,1_out,out_4,4_gnd,4_gnd)                                     38       23
 4.667  (vin_1,1_0,0_2,2_gnd,0_out,out_4,4_gnd,4_gnd)                                     38       23
 4.667  (vin_0,vin_1,1_0,0_gnd,0_out,0_out,out_gnd,out_gnd)                               38       23
 4.667  (vin_0,0_out,out_gnd,out_2,2_gnd,out_3,3_4,4_gnd)                                 42       19
 4.667  (vin_1,1_out,out_gnd,out_2,2_gnd,out_3,3_4,4_gnd)                                 42       19
 4.667  (vin_0,vin_0,vin_0,0_1,1_out,1_out,out_gnd,out_gnd)                               42       19
 4.667  (vin_1,1_0,1_0,1_0,0_out,0_out,out_gnd,out_gnd)                                   42       19
 4.667  (vin_1,vin_1,1_0,1_0,1_0,0_out,out_gnd,out_gnd)                                   42       19
 4.667  (vin_1,1_2,1_2,2_out,2_out,2_out,out_gnd,out_gnd)                                 42       19
 4.667  (vin_0,0_1,1_2,2_gnd,0_out,0_out,out_gnd,out_gnd)                                 57       21
 4.667  (vin_0,vin_1,1_0,0_gnd,0_out,out_gnd,0_3,3_gnd)                                   57       24
 4.667  (vin_0,vin_1,1_0,0_gnd,0_2,2_gnd,0_out,out_gnd)                                   57       24
 4.667  (vin_0,0_1,1_gnd,1_out,out_3,3_4,4_gnd)                                           57       26
 4.667  (vin_1,1_0,0_gnd,0_out,out_3,3_4,4_gnd)                                           57       26
 4.667  (vin_0,vin_0,vin_0,0_gnd,0_out,out_gnd,out_gnd)                                   57       26
 4.667  (vin_0,0_out,out_gnd,0_2,2_gnd,0_3,3_4,4_gnd)                                     60       24
 4.667  (vin_0,0_1,1_gnd,0_out,out_gnd,0_3,3_4,4_gnd)                                     60       24
 4.667  (vin_0,0_1,0_1,0_1,1_out,out_gnd,1_3,3_gnd)                                       64       23
 4.667  (vin_0,0_1,0_1,0_1,1_2,2_gnd,1_out,out_gnd)                                       64       23
 4.667  (vin_0,0_gnd,0_out,0_out,out_gnd,out_2,2_3,3_gnd)                                 64       23
 4.667  (vin_0,vin_0,vin_0,0_1,1_out,out_gnd,1_3,3_gnd)                                   64       23
 4.667  (vin_0,vin_0,vin_0,0_1,1_2,2_gnd,1_out,out_gnd)                                   64       23
 4.667  (vin_1,1_0,1_0,1_0,0_out,out_gnd,0_3,3_gnd)                                       64       23
 4.667  (vin_1,1_0,1_0,1_0,0_2,2_gnd,0_out,out_gnd)                                       64       23
 4.667  (vin_0,vin_1,1_0,0_2,2_gnd,0_3,3_out,out_gnd)                                     71       23
 4.667  (vin_out,out_gnd,out_gnd,out_gnd,out_1,1_gnd,1_gnd)                               78       22
 4.667  (vin_0,vin_1,1_0,0_2,2_3,3_out,out_gnd)                                           78       22
 4.667  (vin_1,1_0,1_2,2_0,0_3,3_out,out_gnd)                                             78       22
 4.667  (vin_1,1_2,2_0,2_3,3_0,0_out,out_gnd)                                             78       22
 4.667  (vin_1,1_2,2_3,3_out,3_4,4_out,out_gnd)                                           78       22
 4.714  (vin_0,0_out,out_gnd,out_2,out_2,2_gnd,2_3,3_gnd)                                 42       19
 4.714  (vin_1,1_out,out_gnd,out_2,out_2,2_gnd,2_3,3_gnd)                                 42       19
 4.714  (vin_1,1_0,vin_2,2_0,2_0,0_out,out_gnd,out_gnd)                                   42       19
 4.714  (vin_1,1_2,2_out,1_3,3_out,3_out,out_gnd,out_gnd)                                 42       19
 4.714  (vin_0,0_out,out_gnd,0_2,0_2,2_gnd,2_3,3_gnd)                                     60       24
 4.750  (vin_0,0_out,0_out,out_gnd,out_gnd,out_2,2_gnd)                                   52       22
 4.750  (vin_0,0_1,1_out,1_out,out_gnd,out_3,3_gnd)                                       52       22
 4.750  (vin_1,1_0,0_out,0_out,out_gnd,out_3,3_gnd)                                       52       22
 4.750  (vin_0,vin_0,0_out,out_gnd,out_gnd,out_2,2_gnd)                                   52       22
 4.750  (vin_0,vin_0,0_1,1_out,out_gnd,out_3,3_gnd)                                       52       22
 4.750  (vin_1,1_0,1_0,0_out,out_gnd,out_3,3_gnd)                                         52       22
 4.750  (vin_1,1_out,1_out,out_gnd,out_gnd,out_2,2_gnd)                                   52       22
 4.750  (vin_1,1_2,2_out,2_out,out_gnd,out_3,3_gnd)                                       52       22
 4.750  (vin_0,vin_0,0_1,1_gnd,0_out,out_gnd,out_gnd)                                     52       25
 4.750  (vin_0,0_1,1_out,out_gnd,out_3,3_4,4_5,5_gnd)                                     63       19
 4.750  (vin_1,1_0,0_out,out_gnd,out_3,3_4,4_5,5_gnd)                                     63       19
 4.750  (vin_1,1_2,2_out,out_gnd,out_3,3_4,4_5,5_gnd)                                     63       19
 4.750  (vin_0,vin_0,vin_0,vin_0,0_out,out_gnd,out_gnd,out_gnd)                           63       19
 4.750  (vin_1,1_out,1_out,1_out,1_out,out_gnd,out_gnd,out_gnd)                           63       19
 4.750  (vin_0,0_1,1_out,out_gnd,0_3,3_4,4_5,5_gnd)                                       73       22
 4.750  (vin_out,out_gnd,out_gnd,out_gnd,out_1,1_gnd,1_gnd,1_gnd)                         78       19
 4.750  (vin_0,vin_1,1_2,2_0,0_3,3_4,4_out,out_gnd)                                       78       19
 4.750  (vin_1,1_0,1_2,2_3,3_0,0_4,4_out,out_gnd)                                         78       19
 4.750  (vin_1,1_2,2_0,2_3,3_4,4_0,0_out,out_gnd)                                         78       19
 4.750  (vin_1,1_2,2_3,3_out,3_4,4_5,5_out,out_gnd)                                       78       19
 4.833  (vin_0,0_1,1_2,2_gnd,0_out,out_gnd,out_4,4_gnd)                                   48       22
 4.833  (vin_0,0_1,1_gnd,0_out,out_gnd,out_3,3_4,4_gnd)                                   51       23
 4.833  (vin_0,0_1,0_2,2_1,1_gnd,1_out,out_4,4_gnd)                                       51       24
 4.833  (vin_0,vin_0,0_gnd,0_out,out_gnd,out_2,2_gnd,2_gnd)                               51       24
 4.833  (vin_0,vin_1,1_0,0_2,2_gnd,2_out,out_4,4_gnd)                                     51       24
 4.833  (vin_1,1_0,1_2,2_0,0_gnd,0_out,out_4,4_gnd)                                       51       24
 4.833  (vin_0,0_gnd,0_1,1_gnd,0_out,out_3,3_gnd,3_gnd)                                   65       24
 5.000  (vin_0,0_1,1_2,2_out,out_4,4_gnd,out_5,5_gnd)                                     19       19
 5.000  (vin_0,0_1,1_2,2_out,out_4,out_4,4_gnd,4_gnd)                                     19       19
 5.000  (vin_1,1_0,0_2,2_out,out_4,4_gnd,out_5,5_gnd)                                     19       19
 5.000  (vin_1,1_0,0_2,2_out,out_4,out_4,4_gnd,4_gnd)                                     19       19
 5.000  (vin_0,vin_0,0_out,0_out,out_gnd,out_gnd,out_gnd,out_gnd)                         19       19
 5.000  (vin_1,1_2,2_0,0_out,out_4,4_gnd,out_5,5_gnd)                                     19       19
 5.000  (vin_1,1_2,2_0,0_out,out_4,out_4,4_gnd,4_gnd)                                     19       19
 5.000  (vin_1,vin_1,1_out,1_out,out_gnd,out_gnd,out_gnd,out_gnd)                         19       19
 5.000  (vin_1,1_2,2_3,3_out,out_4,out_4,4_gnd,4_gnd)                                     19       19
 5.000  (vin_1,1_2,2_3,3_out,out_4,4_gnd,out_5,5_gnd)                                     19       19
 5.000  (vin_1,1_out,vin_2,2_out,out_gnd,out_gnd,out_gnd,out_gnd)                         19       19
 5.000  (vin_1,1_2,2_3,3_out,out_0,out_0,0_gnd,0_gnd)                                     19       19
 5.000  (vin_1,1_2,2_3,3_0,3_out,out_0,0_gnd,0_gnd)                                       23       21
 5.000  (vin_0,0_1,1_2,2_gnd,1_3,3_out,out_5,5_gnd)                                       29       24
 5.000  (vin_1,1_0,0_2,2_gnd,0_3,3_out,out_5,5_gnd)                                       29       24
 5.000  (vin_0,vin_0,0_gnd,0_gnd,0_out,0_out,out_gnd,out_gnd)                             29       24
 5.000  (vin_0,0_1,0_1,1_out,1_out,out_gnd,out_gnd)                                       39       22
 5.000  (vin_0,0_out,out_gnd,out_2,out_2,2_gnd,2_gnd)                                     39       22
 5.000  (vin_0,0_out,out_gnd,out_2,2_gnd,out_3,3_gnd)                                     39       22
 5.000  (vin_1,1_out,out_gnd,out_2,out_2,2_gnd,2_gnd)                                     39       22
 5.000  (vin_1,1_out,out_gnd,out_2,2_gnd,out_3,3_gnd)                                     39       22
 5.000  (vin_0,vin_0,0_1,1_out,1_out,out_gnd,out_gnd)                                     39       22
 5.000  (vin_1,1_0,1_0,0_out,0_out,out_gnd,out_gnd)                                       39       22
 5.000  (vin_1,vin_1,1_0,1_0,0_out,out_gnd,out_gnd)                                       39       22
 5.000  (vin_1,1_0,vin_2,2_0,0_out,out_gnd,out_gnd)                                       39       22
 5.000  (vin_1,1_2,2_out,1_3,3_out,out_gnd,out_gnd)                                       39       22
 5.000  (vin_1,1_2,1_2,2_out,2_out,out_gnd,out_gnd)                                       39       22
 5.000  (vin_0,0_out,out_gnd,out_gnd)                                                     39       39
 5.000  (vin_1,1_out,out_gnd,out_gnd)                                                     39       39
 5.000  (vin_0,0_out,0_out,out_gnd,out_gnd,out_2,2_gnd,2_gnd)                             53       19
 5.000  (vin_0,0_1,1_out,1_3,3_out,out_gnd,out_4,4_gnd)                                   53       19
 5.000  (vin_1,1_0,0_out,0_3,3_out,out_gnd,out_4,4_gnd)                                   53       19
 5.000  (vin_0,vin_0,0_out,out_gnd,out_gnd,out_2,2_gnd,2_gnd)                             53       19
 5.000  (vin_1,1_out,1_out,out_gnd,out_gnd,out_2,2_gnd,2_gnd)                             53       19
 5.000  (vin_0,vin_1,1_0,0_2,2_out,out_gnd,out_4,4_gnd)                                   53       19
 5.000  (vin_1,1_0,1_2,2_0,0_out,out_gnd,out_4,4_gnd)                                     53       19
 5.000  (vin_1,1_2,2_out,2_3,3_out,out_gnd,out_4,4_gnd)                                   53       19
 5.000  (vin_0,vin_0,0_out,out_gnd,out_gnd,0_2,2_gnd,2_gnd)                               53       23
 5.000  (vin_0,vin_0,0_1,1_gnd,1_gnd,0_out,out_gnd,out_gnd)                               53       23
 5.000  (vin_0,vin_0,0_gnd,0_gnd,0_out,out_gnd,0_2,2_gnd)                                 54       26
 5.000  (vin_0,vin_0,0_gnd,0_gnd,0_1,1_gnd,0_out,out_gnd)                                 54       26
 5.000  (vin_0,0_1,1_gnd,1_out,out_3,3_4,4_gnd,4_gnd)                                     55       23
 5.000  (vin_1,1_0,0_gnd,0_out,out_3,3_4,4_gnd,4_gnd)                                     55       23
 5.000  (vin_0,vin_0,vin_1,1_0,0_gnd,0_out,out_gnd,out_gnd)                               55       23
 5.000  (vin_0,0_gnd,0_1,1_out,out_3,3_gnd,3_4,4_gnd)                                     55       25
 5.000  (vin_0,vin_1,1_0,1_0,0_gnd,0_gnd,0_out,out_gnd)                                   55       25
 5.000  (vin_0,0_out,0_out,0_out,out_gnd,out_gnd,out_gnd)                                 59       22
 5.000  (vin_0,0_1,1_out,out_gnd,out_3,3_4,4_gnd)                                         59       22
 5.000  (vin_1,1_0,0_out,out_gnd,out_3,3_4,4_gnd)                                         59       22
 5.000  (vin_1,1_2,2_out,out_gnd,out_3,3_4,4_gnd)                                         59       22
 5.000  (vin_0,vin_0,vin_0,0_out,out_gnd,out_gnd,out_gnd)                                 59       22
 5.000  (vin_1,1_out,1_out,1_out,out_gnd,out_gnd,out_gnd)                                 59       22
 5.000  (vin_0,0_1,1_gnd,0_out,0_out,out_gnd,out_gnd)                                     59       25
 5.000  (vin_0,0_out,out_gnd,0_2,0_2,2_gnd,2_gnd)                                         59       28
 5.000  (vin_0,0_out,out_gnd,0_2,2_gnd,0_3,3_gnd)                                         59       28
 5.000  (vin_0,0_1,1_gnd,0_out,out_gnd,0_3,3_gnd)                                         59       28
 5.000  (vin_0,0_1,1_gnd,0_2,2_gnd,0_out,out_gnd)                                         59       28
 5.000  (vin_0,0_gnd,0_out,out_2,2_gnd,out_3,3_gnd)                                       59       28
 5.000  (vin_0,0_gnd,0_out,out_2,out_2,2_gnd,2_gnd)                                       59       28
 5.000  (vin_0,vin_0,0_1,0_1,1_gnd,1_out,out_gnd)                                         59       28
 5.000  (vin_1,vin_1,1_0,1_0,0_gnd,0_out,out_gnd)                                         59       28
 5.000  (vin_1,1_0,vin_2,2_0,0_gnd,0_out,out_gnd)                                         59       28
 5.000  (vin_0,0_gnd,0_out,out_gnd)                                                       59       49
 5.000  (vin_0,0_1,0_1,1_out,out_gnd,1_3,3_gnd)                                           64       27
 5.000  (vin_0,0_1,0_1,1_2,2_gnd,1_out,out_gnd)                                           64       27
 5.000  (vin_0,0_gnd,0_out,0_out,out_gnd,out_2,2_gnd)                                     64       27
 5.000  (vin_0,vin_0,0_1,1_out,out_gnd,1_3,3_gnd)                                         64       27
 5.000  (vin_0,vin_0,0_1,1_2,2_gnd,1_out,out_gnd)                                         64       27
 5.000  (vin_1,1_0,1_0,0_out,out_gnd,0_3,3_gnd)                                           64       27
 5.000  (vin_1,1_0,1_0,0_2,2_gnd,0_out,out_gnd)                                           64       27
 5.000  (vin_0,0_1,1_out,out_gnd,1_3,3_4,4_5,5_gnd)                                       69       22
 5.000  (vin_1,1_0,0_out,out_gnd,0_3,3_4,4_5,5_gnd)                                       69       22
 5.000  (vin_0,0_gnd,0_gnd,0_out,out_2,2_gnd)                                             69       33
 5.000  (vin_0,vin_0,0_gnd,0_1,1_out,out_gnd)                                             69       33
 5.000  (vin_0,0_1,1_out,out_gnd,0_3,3_4,4_gnd)                                           73       26
 5.000  (vin_0,0_1,1_2,2_gnd,0_3,3_out,out_gnd)                                           73       26
 5.000  (vin_out,out_gnd,out_gnd,out_gnd,out_1,out_1,1_gnd,1_gnd)                         79       19
 5.000  (vin_out,out_gnd,out_gnd,out_gnd,out_1,1_gnd,out_2,2_gnd)                         79       19
 5.000  (vin_1,vin_1,1_0,1_0,0_2,2_3,3_out,out_gnd)                                       79       19
 5.000  (vin_1,1_0,vin_2,2_0,0_3,3_4,4_out,out_gnd)                                       79       19
 5.000  (vin_1,1_2,2_0,1_3,3_0,0_4,4_out,out_gnd)                                         79       19
 5.000  (vin_1,1_2,1_2,2_0,2_0,0_3,3_out,out_gnd)                                         79       19
 5.000  (vin_1,1_2,2_3,3_0,2_4,4_0,0_out,out_gnd)                                         79       19
 5.000  (vin_1,1_2,2_3,2_3,3_0,3_0,0_out,out_gnd)                                         79       19
 5.000  (vin_1,1_2,2_3,3_4,4_out,3_5,5_out,out_gnd)                                       79       19
 5.000  (vin_1,1_2,2_3,3_4,3_4,4_out,4_out,out_gnd)                                       79       19
 5.000  (vin_0,0_1,1_2,2_out,out_gnd)                                                     79       31
 5.000  (vin_out,out_gnd,out_gnd,out_gnd,out_gnd)                                         79       31
 5.000  (vin_1,1_0,0_2,2_out,out_gnd)                                                     79       31
 5.000  (vin_1,1_2,2_0,0_out,out_gnd)                                                     79       31
 5.000  (vin_1,1_2,2_3,3_out,out_gnd)                                                     79       31
 5.167  (vin_0,0_out,0_2,2_out,out_gnd,out_gnd,out_3,3_gnd)                               48       20
 5.167  (vin_0,0_1,1_out,1_out,out_gnd,out_3,3_gnd,3_gnd)                                 48       20
 5.167  (vin_1,1_0,0_out,0_out,out_gnd,out_3,3_gnd,3_gnd)                                 48       20
 5.167  (vin_0,vin_0,0_1,1_out,out_gnd,out_3,3_gnd,3_gnd)                                 48       20
 5.167  (vin_1,1_0,1_0,0_out,out_gnd,out_3,3_gnd,3_gnd)                                   48       20
 5.167  (vin_0,vin_1,1_0,0_out,out_gnd,out_gnd,out_3,3_gnd)                               48       20
 5.167  (vin_1,1_out,1_2,2_out,out_gnd,out_gnd,out_3,3_gnd)                               48       20
 5.167  (vin_1,1_2,2_out,2_out,out_gnd,out_3,3_gnd,3_gnd)                                 48       20
 5.167  (vin_0,0_1,0_1,1_gnd,1_out,out_3,3_gnd,3_gnd)                                     48       24
 5.167  (vin_0,vin_0,0_1,1_gnd,1_out,out_3,3_gnd,3_gnd)                                   48       24
 5.167  (vin_1,1_0,1_0,0_gnd,0_out,out_3,3_gnd,3_gnd)                                     48       24
 5.167  (vin_0,vin_1,1_0,0_gnd,0_out,out_gnd,out_3,3_gnd)                                 48       24
 5.200  (vin_0,0_1,1_out,out_gnd,out_3,3_4,4_gnd,4_gnd)                                   57       20
 5.200  (vin_1,1_0,0_out,out_gnd,out_3,3_4,4_gnd,4_gnd)                                   57       20
 5.200  (vin_1,1_2,2_out,out_gnd,out_3,3_4,4_gnd,4_gnd)                                   57       20
 5.200  (vin_0,vin_0,vin_1,1_0,0_out,out_gnd,out_gnd,out_gnd)                             57       20
 5.200  (vin_1,1_out,1_out,1_2,2_out,out_gnd,out_gnd,out_gnd)                             57       20
 5.200  (vin_0,0_1,1_out,out_gnd,0_3,3_4,4_gnd,4_gnd)                                     73       24
 5.250  (vin_0,0_1,1_2,2_3,3_gnd,2_out,out_5,5_gnd)                                       26       23
 5.250  (vin_1,1_0,0_2,2_3,3_gnd,2_out,out_5,5_gnd)                                       26       23
 5.250  (vin_0,vin_0,0_gnd,0_out,0_out,out_gnd,out_gnd,out_gnd)                           26       23
 5.250  (vin_1,1_2,2_0,0_3,3_gnd,0_out,out_5,5_gnd)                                       26       23
 5.250  (vin_0,0_1,1_gnd,0_out,out_gnd,out_3,3_gnd)                                       52       27
 5.333  (vin_0,0_out,out_gnd,out_2,2_gnd,out_3,3_gnd,3_gnd)                               40       20
 5.333  (vin_1,1_out,out_gnd,out_2,2_gnd,out_3,3_gnd,3_gnd)                               40       20
 5.333  (vin_0,vin_1,1_0,0_2,2_out,2_out,out_gnd,out_gnd)                                 40       20
 5.333  (vin_1,1_0,1_2,2_0,0_out,0_out,out_gnd,out_gnd)                                   40       20
 5.333  (vin_1,vin_1,1_0,1_2,2_0,0_out,out_gnd,out_gnd)                                   40       20
 5.333  (vin_1,1_2,1_2,2_out,2_3,3_out,out_gnd,out_gnd)                                   40       20
 5.333  (vin_0,vin_1,1_0,0_2,2_gnd,0_out,out_gnd,out_gnd)                                 49       23
 5.333  (vin_0,0_gnd,0_1,1_out,out_3,3_gnd,3_gnd)                                         56       30
 5.333  (vin_0,vin_1,1_0,0_gnd,0_gnd,0_out,out_gnd)                                       56       30
 5.333  (vin_0,0_1,1_gnd,1_gnd,0_out,0_out,out_gnd,out_gnd)                               62       23
 5.333  (vin_0,0_out,out_gnd,0_2,2_gnd,0_3,3_gnd,3_gnd)                                   62       25
 5.333  (vin_0,0_1,1_gnd,0_out,out_gnd,0_3,3_gnd,3_gnd)                                   62       25
 5.333  (vin_0,0_1,0_2,2_1,1_out,out_gnd,1_4,4_gnd)                                       65       24
 5.333  (vin_0,0_1,0_2,2_1,1_3,3_gnd,1_out,out_gnd)                                       65       24
 5.333  (vin_0,0_gnd,0_out,0_out,out_gnd,out_2,2_gnd,2_gnd)                               65       24
 5.333  (vin_0,vin_1,1_0,0_2,2_out,out_gnd,2_4,4_gnd)                                     65       24
 5.333  (vin_0,vin_1,1_0,0_2,2_3,3_gnd,2_out,out_gnd)                                     65       24
 5.333  (vin_1,1_0,1_2,2_0,0_out,out_gnd,0_4,4_gnd)                                       65       24
 5.333  (vin_1,1_0,1_2,2_0,0_3,3_gnd,0_out,out_gnd)                                       65       24
 5.333  (vin_0,0_1,1_out,out_gnd,1_3,3_4,4_gnd)                                           68       26
 5.333  (vin_0,0_gnd,0_gnd,0_1,1_out,out_3,3_4,4_gnd)                                     68       26
 5.333  (vin_1,1_0,0_out,out_gnd,0_3,3_4,4_gnd)                                           68       26
 5.333  (vin_0,vin_0,vin_0,0_gnd,0_gnd,0_1,1_out,out_gnd)                                 68       26
 5.333  (vin_out,out_gnd,out_gnd,out_gnd,out_gnd,out_1,1_2,2_gnd)                         81       20
 5.333  (vin_0,vin_0,vin_0,0_1,1_2,2_3,3_out,out_gnd)                                     81       20
 5.333  (vin_1,1_0,1_0,1_0,0_2,2_3,3_out,out_gnd)                                         81       20
 5.333  (vin_1,1_2,2_0,2_0,2_0,0_3,3_out,out_gnd)                                         81       20
 5.333  (vin_1,1_2,2_3,3_0,3_0,3_0,0_out,out_gnd)                                         81       20
 5.333  (vin_1,1_2,2_3,3_4,4_out,4_out,4_out,out_gnd)                                     81       20
 5.400  (vin_0,0_out,out_gnd,out_2,out_2,2_gnd,2_gnd,2_gnd)                               40       20
 5.400  (vin_1,1_out,out_gnd,out_2,out_2,2_gnd,2_gnd,2_gnd)                               40       20
 5.400  (vin_1,1_0,vin_2,2_3,3_0,0_out,out_gnd,out_gnd)                                   40       20
 5.400  (vin_1,1_2,2_out,1_3,3_4,4_out,out_gnd,out_gnd)                                   40       20
 5.400  (vin_0,0_out,out_gnd,0_2,0_2,2_gnd,2_gnd,2_gnd)                                   62       25
 5.400  (vin_0,0_gnd,0_gnd,0_out,out_2,2_gnd,2_3,3_gnd)                                   70       25
 5.400  (vin_0,vin_1,1_0,1_0,0_gnd,0_2,2_out,out_gnd)                                     70       25
 5.500  (vin_0,0_out,out_gnd,out_gnd,out_2,2_3,3_4,4_gnd)                                 40       20
 5.500  (vin_1,1_out,out_gnd,out_gnd,out_2,2_3,3_4,4_gnd)                                 40       20
 5.500  (vin_0,vin_0,vin_0,vin_0,0_1,1_out,out_gnd,out_gnd)                               40       20
 5.500  (vin_1,1_0,1_0,1_0,1_0,0_out,out_gnd,out_gnd)                                     40       20
 5.500  (vin_1,1_2,2_out,2_out,2_out,2_out,out_gnd,out_gnd)                               40       20
 5.500  (vin_0,0_out,0_out,out_gnd,out_gnd,out_gnd)                                       54       27
 5.500  (vin_0,0_1,1_out,out_gnd,out_3,3_gnd)                                             54       27
 5.500  (vin_1,1_0,0_out,out_gnd,out_3,3_gnd)                                             54       27
 5.500  (vin_0,vin_0,0_out,out_gnd,out_gnd,out_gnd)                                       54       27
 5.500  (vin_1,1_out,1_out,out_gnd,out_gnd,out_gnd)                                       54       27
 5.500  (vin_1,1_2,2_out,out_gnd,out_3,3_gnd)                                             54       27
 5.500  (vin_0,0_gnd,0_1,1_2,2_out,out_4,4_gnd)                                           54       31
 5.500  (vin_0,vin_0,0_gnd,0_gnd,0_gnd,0_out,out_gnd)                                     54       31
